Imp,On,TrackName,Name,TrackRefs,TrackRefsLatex,Notes,length,ra_o,dec_o,distance_o,ra_f,dec_f,distance_f,ra_mid,dec_mid,distance_mid,ra_pole,dec_pole,InfoFlags,has_empirical_track,has_D,has_pm,has_vrad,DiscoveryRefs,ID,DiscoveryYear
st,True,Gaia-9-I21,Gaia-9,ibata2021,Ibata2021,-,22.03052608657506,219.92416951601368,70.80981088051067,3.777449699678972,244.22128896734822,51.76585833333503,5.2678492983405825,236.30161551508363,61.90863648796143,4.156065250217799,354.0588260481173,13.928133061224333,1110,1,1,1,0,Ibata2021,32,2021
st,True,Hrid-I21,Hrid,ibata2021,Ibata2021,-,61.73005839436321,278.58977526546283,15.175089827707334,3.2118512679847697,288.8806152138291,76.66408347087734,3.912764858672999,280.9482657943546,45.976532291219954,3.135618577575632,188.67018650568986,2.1998132998577953,1110,1,1,1,0,Ibata2021,36,2021
st,True,Kshir-I21,Kshir,ibata2021,Ibata2021,-,17.3933720386987,193.35557241438482,65.64628833021632,10.127143165416726,237.6761131940639,67.32965654170042,10.963425634474168,214.7037838374134,68.11403135250573,10.680838971303,43.71469839143658,21.640378820267085,1110,1,1,1,0,Ibata2021,42,2021
st,True,M2-I21,M2,ibata2021,Ibata2021,-,22.61729415247758,310.3754430451,-4.980416378120862,10.63334408069692,331.57373348927405,2.6384208030310297,12.233652336649246,321.2508960444241,-2.0331282166453386,11.086428788900912,237.7953768442042,72.72045232694444,1110,1,1,1,0,Ibata2021,47,2021
st,True,NGC1261-I21,NGC1261,ibata2021,Ibata2021,-,17.429110136716776,41.699645801641445,-62.600670859678516,16.47160755859015,56.46294832257168,-47.530706300516705,22.673217257042893,48.59886101223876,-54.923827542477575,19.91888424724182,334.09341828029784,10.803330008448361,1110,1,1,1,0,"Ibata2021,Shipp2018",55,2021
st,True,NGC1851-I21,NGC1851,ibata2021,Ibata2021,-,15.794772997088106,83.98543446205335,-50.641124178825564,14.698658619562952,78.35703112799798,-36.497241895323036,13.504805810383978,78.12314838307569,-43.53268751306751,13.606313829654217,350.4102057580759,2.3027933799079983,1110,1,1,1,0,"Ibata2021,Shipp2018",56,2021
st,True,NGC288-I21,NGC288,ibata2021,Ibata2021,-,12.117199187541999,5.920744006785909,-19.955178615960005,11.492757217880897,15.299688569405083,-28.374576328464236,10.617669385092343,10.906701815072266,-23.903040508859835,10.98226452109648,82.73992237809091,35.11178641438259,1110,1,1,1,0,Ibata2021,58,2021
st,True,NGC3201-P21,NGC3201-Gjoll,palau2021,Palau2021,-,136.86066118086836,42.29847920913508,20.8120293011218,5.269213780811557,178.3614243320945,-46.734041547561645,3.1557142547667616,154.40295657851644,-46.42533837944602,5.233432377931285,156.48923726547466,47.4728097398175,1110,1,1,1,0,"Palau2021,Ibata2019",59,2021
st,True,Gaia-8-I21,Gaia-8,ibata2021,Ibata2021,-,21.118823515739038,181.7066673335037,-24.919072095420443,7.467913092473284,199.9937456361054,-12.79839242741325,6.832103620775757,191.21099889663031,-19.114839295529205,7.056831044737794,123.3889587251289,47.44351896042754,1110,1,1,1,0,Ibata2021,31,2021
st,True,Gunnthra-I21,Gunnthra,ibata2021,Ibata2021,-,20.200567061531295,265.94483478188965,-76.4376629141059,3.0857086111797716,300.1136350015304,-60.28685987103997,3.2434432465636296,292.9604939415194,-69.80147468491599,3.0815103090575726,227.71763131116774,8.754730800079944,1110,1,1,1,0,Ibata2021,34,2021
